road_width,latitude,longitude,quality,num_bedrooms,num_bathrooms,direction,age,land_area,usage_area,hospital_3km,convenience_store_3km,discount_store_3km,department_store_3km,education_3km,bank_3km,hospital_3km_shortest,convenience_store_3km_shortest,discount_store_3km_shortest,department_store_3km_shortest,education_3km_shortest,bank_3km_shortest,target,index_right
4.0,13.92907,100.51056,พอใช้,5,2,,20,24,124,70,71,7,0,35,38,0.91,0.202,0.847,0.0,0.305,2.049,1630000,0
4.0,13.87377,100.39486,ค่อนข้างแย่,5,2,,7,17,113,57,59,12,2,14,28,0.412,0.248,1.111,1.777,1.344,1.043,1622000,0
4.0,13.89943,100.42532,พอใช้,3,4,,22,20,140,92,68,12,2,27,41,0.485,0.528,1.449,2.9,0.173,0.633,1634000,0
4.0,13.90262,100.52105,ดีมาก,3,4,,33,11,161,153,115,6,2,73,59,0.349,0.345,0.55,0.783,0.574,0.705,1635000,0
4.0,13.8844,100.422857,แย่,5,4,,8,19,109,82,64,9,2,27,31,0.976,1.054,0.982,1.486,0.263,1.249,1700000,0
6.0,13.929301,100.512064,ดีมาก,5,3,ทิศตะวันตกเฉียงเหนือ,25,24,113,72,72,8,0,35,38,0.748,0.366,0.683,0.0,0.434,2.104,1750000,0
6.0,13.9063165,100.36900342,ดี,3,4,,11,16,92,16,19,3,0,6,2,1.27,0.431,1.676,0.0,1.254,2.859,1300000,0
4.0,13.9143809,100.3674152,พอใช้,2,2,,19,16,104,18,19,2,0,6,0,1.023,0.269,1.589,0.0,1.496,0.0,1300000,0
6.0,13.89233,100.43547,พอใช้,1,3,ทิศตะวันตกเฉียงเหนือ,31,19,114,70,53,7,0,29,24,0.653,0.345,1.609,0.0,0.246,0.717,1400000,0
4.0,13.86224,100.49585,พอใช้,4,3,,5,19,120,177,150,10,1,72,74,0.237,0.369,0.843,0.364,0.323,0.349,3920000,0
6.0,13.895336,100.329803,แย่,2,4,ทิศเหนือ,0,20,80,4,8,0,0,4,0,2.119,1.045,0.0,0.0,0.93,0.0,1900000,0
4.0,13.874762,100.500066,แย่,2,4,,19,16,108,134,109,11,1,55,41,0.683,0.093,0.394,1.096,0.29,0.78,1640000,0
4.0,13.95536,100.38457,ค่อนข้างแย่,2,4,,18,26,106,21,30,4,0,4,6,0.749,1.411,2.652,0.0,2.361,1.663,1250000,0
6.0,13.95577,100.39841,แย่,2,4,ทิศตะวันตกเฉียงเหนือ,13,23,141,15,24,3,0,3,5,0.981,0.772,1.202,0.0,2.374,0.696,1660000,0
4.0,13.921294,100.390105,ค่อนข้างแย่,2,1,,12,20,134,40,31,8,0,13,5,0.835,0.381,0.836,0.0,0.887,0.852,1640000,0
4.0,13.93366,100.34642,แย่,4,1,,18,18,63,10,15,2,0,7,0,0.601,0.785,1.886,0.0,1.128,0.0,600000,0
4.0,13.94643,100.42698,ดีมาก,4,1,,0,20,114,9,31,3,0,8,2,1.841,1.231,2.055,0.0,1.421,2.175,1640000,0
4.0,13.89402,100.52885,ค่อนข้างแย่,1,4,,27,18,53,160,127,11,2,73,49,0.431,0.267,1.146,1.057,0.226,1.073,900000,0
6.0,13.904175,100.397683,ค่อนข้างแย่,5,2,ทิศตะวันตก,24,14,92,60,45,15,0,21,20,0.437,0.416,0.505,0.0,0.354,0.459,920000,0
6.0,13.875625,100.498373,ดีมาก,2,4,ทิศตะวันออกเฉียงเหนือ,0,19,107,128,105,10,1,52,38,0.606,0.132,0.54,1.143,0.211,0.653,3500000,0
6.0,13.880834,100.527309,ค่อนข้างแย่,1,4,ทิศเหนือ,31,17,104,183,152,15,2,102,58,0.269,0.288,0.408,2.516,0.384,0.692,1950000,0
4.0,13.89972,100.53017,ค่อนข้างแย่,5,4,,26,18,108,151,126,13,2,71,59,0.274,0.201,0.958,0.466,0.184,0.437,1500000,0
4.0,13.85449,100.43672,ดีมาก,5,2,,19,20,128,45,44,3,0,35,3,0.193,0.283,0.596,0.0,0.705,1.136,1450000,0
4.0,13.886543,100.378278,ดี,4,3,,3,50,116,19,23,5,0,6,1,0.882,0.658,1.25,0.0,2.145,2.987,3700000,0
4.0,13.93722,100.3949,ดี,5,1,,16,16,164,27,32,6,0,6,5,0.294,0.118,1.326,0.0,0.455,0.308,1200000,0
4.0,13.94496,100.35004,ค่อนข้างแย่,1,3,,22,16,114,15,18,2,0,7,1,0.382,0.346,1.471,0.0,1.592,2.259,1210000,0
4.0,13.867047,100.404011,แย่,4,1,,2,32,100,61,63,12,2,19,29,0.433,0.5,1.04,1.346,0.384,0.973,3850000,0
4.0,13.956037,100.356761,ดีมาก,1,3,,18,25,156,14,15,3,0,4,1,0.465,0.442,0.448,0.0,1.977,1.425,1650000,0
6.0,13.933007,100.43715,ดี,2,1,ทิศเหนือ,24,20,120,29,35,4,0,20,16,1.104,0.75,1.417,0.0,0.416,2.358,1300000,0
6.0,13.907352,100.34492,แย่,2,4,ทิศใต้,22,19,110,7,17,1,0,5,0,0.922,0.33,0.974,0.0,0.812,0.0,1350000,0
4.0,13.943495,100.400207,ดี,5,1,,18,16,110,22,27,5,0,5,5,0.834,0.707,1.338,0.0,1.143,0.988,1400000,0
4.0,13.836441,100.355752,ดี,1,4,,0,24,38,4,7,1,0,6,0,0.497,0.703,1.038,0.0,0.501,0.0,600000,0
4.0,13.93254,100.35924,ค่อนข้างแย่,3,4,,19,18,108,16,23,3,0,6,1,0.321,0.207,0.898,0.0,0.338,2.473,1400000,0
4.0,13.80096,100.45669,แย่,5,3,,19,16,104,78,81,10,0,56,44,0.613,0.476,0.651,0.0,0.597,0.621,1626000,0
4.0,13.92577,100.38808,ดีมาก,5,1,,3,17,94,38,24,8,0,10,5,1.31,0.874,1.3,0.0,0.46,1.318,1350000,0
6.0,13.90596,100.36949,ค่อนข้างแย่,3,3,ทิศเหนือ,8,16,81,16,20,3,0,7,2,1.21,0.397,1.736,0.0,1.215,2.809,1286000,0
4.0,13.895608,100.397169,ดี,1,4,,25,20,98,70,58,14,2,14,27,0.192,0.288,0.544,2.525,0.357,1.353,1650000,0
6.0,13.87396007,100.3814187,ค่อนข้างแย่,4,4,ทิศใต้,17,18,117,26,26,4,0,6,7,0.276,0.195,0.573,0.0,1.861,2.48,1800000,0
4.0,13.914007,100.516333,แย่,5,2,,26,18,107,145,116,6,2,70,55,0.598,0.325,0.879,1.73,0.589,0.884,1650000,0
4.0,13.89312,100.53079,ดีมาก,5,4,,25,18,101,158,121,12,2,74,49,0.64,0.291,1.138,1.184,0.434,1.155,1300000,0
4.0,13.976184,100.329321,ดี,5,4,,14,18,97,7,11,3,0,4,1,0.202,0.541,0.788,0.0,1.935,1.614,900000,0
4.0,13.91558,100.50448,แย่,5,4,,12,27,135,95,82,6,2,53,29,0.564,0.196,0.919,2.891,0.6,0.64,1650000,0
6.0,13.844707,100.396806,พอใช้,3,3,ทิศเหนือ,10,20,128,21,27,5,0,15,12,0.643,0.563,1.412,0.0,0.394,1.691,1400000,0
6.0,13.93012,100.35838,แย่,4,3,ทิศตะวันออกเฉียงเหนือ,24,18,120,12,21,2,0,7,1,0.578,0.128,1.18,0.0,0.127,2.754,1200000,0
6.0,13.81714,100.338546,ค่อนข้างแย่,2,3,ทิศใต้,6,53,123,16,30,0,0,30,11,1.768,0.731,0.0,0.0,0.979,2.165,3850000,0
6.0,13.937164,100.403018,แย่,3,2,ทิศตะวันออกเฉียงเหนือ,11,23,142,30,31,6,0,7,7,0.561,0.181,0.842,0.0,0.758,0.694,2300000,0
4.0,13.83497,100.35612,ดีมาก,1,3,,5,29,114,4,8,1,0,6,2,0.66,0.82,1.093,0.0,0.664,2.947,879000,0
6.0,13.94775,100.406,แย่,4,2,ทิศตะวันออกเฉียงเหนือ,20,16,96,18,25,4,0,3,4,1.539,0.542,0.576,0.0,1.838,0.632,1330000,0
6.0,13.93064,100.51101,แย่,3,4,ทิศตะวันตกเฉียงใต้,23,19,117,66,66,6,0,35,37,0.82,0.316,0.772,0.0,0.479,2.05,1600000,0
7.0,13.919674,100.362436,พอใช้,5,3,ทิศตะวันออก,22,16,64,15,17,2,0,8,0,0.28,0.608,1.501,0.0,1.296,0.0,1450000,0
4.0,13.92442,100.50704,แย่,4,1,,19,23,119,74,74,7,0,43,32,1.239,0.526,1.403,0.0,0.335,1.515,1650000,0
4.0,13.94631,100.54771,ดี,1,3,,23,22,148,31,49,3,1,26,19,0.213,0.218,1.476,0.955,0.084,0.463,1650000,0
4.0,13.92811,100.3748,ดีมาก,2,1,,9,16,80,27,24,3,0,7,4,0.904,0.337,1.855,0.0,0.997,2.508,900000,0
4.0,13.83726002,100.3526666,ดีมาก,2,2,,17,16,40,4,6,1,0,5,0,0.532,0.889,1.311,0.0,0.539,0.0,500000,0
4.0,13.970447,100.325616,พอใช้,1,1,,14,18,96,8,11,3,0,3,1,0.939,1.063,1.221,0.0,1.692,1.599,900000,0
6.0,13.925119,100.349109,ค่อนข้างแย่,2,2,ทิศเหนือ,25,18,72,11,16,2,0,8,0,0.96,0.095,1.843,0.0,1.041,0.0,1150000,0
4.0,13.87742,100.46444,พอใช้,4,4,,21,54,166,63,63,7,0,27,14,0.545,0.379,0.622,0.0,0.531,0.661,3700000,0
6.0,13.928719,100.35311,ดีมาก,3,2,ทิศตะวันตกเฉียงใต้,26,18,102,12,17,2,0,8,0,0.525,0.21,1.613,0.0,0.473,0.0,1500000,0
4.0,13.89331,100.41594,แย่,5,2,,8,58,187,104,74,13,2,34,44,0.746,0.777,1.258,1.865,0.667,1.104,3450000,0
4.0,13.95218,100.35565,พอใช้,1,1,,6,21,132,13,17,2,0,7,1,0.621,0.661,0.856,0.0,1.651,1.491,1200000,0
4.0,13.928667,100.375805,ดี,5,3,,0,18,91,30,23,3,0,7,4,0.967,0.23,1.892,0.0,0.905,2.386,1300000,0
4.0,13.879139,100.463075,ดีมาก,1,2,,8,54,122,58,61,7,0,24,14,0.42,0.152,0.419,0.0,0.299,0.457,3780000,0
4.0,13.87785,100.38301,ดี,4,3,,9,30,68,40,42,9,0,7,18,0.609,0.65,0.978,0.0,2.104,2.309,1300000,0
6.0,13.8134,100.34364,พอใช้,2,1,ทิศตะวันตก,11,16,98,18,33,0,0,33,10,1.642,0.305,0.0,0.0,1.428,2.155,1300000,0
6.0,13.956867,100.371909,พอใช้,4,2,ทิศตะวันตกเฉียงเหนือ,24,16,118,15,13,2,0,3,1,0.738,0.591,1.321,0.0,1.733,0.548,1200000,0
6.0,13.87557,100.49855,พอใช้,5,2,ทิศตะวันออกเฉียงเหนือ,0,19,96,128,106,10,1,52,38,0.609,0.115,0.522,1.14,0.215,0.665,3550000,0
4.0,13.903017,100.425258,ดี,3,4,,25,27,183,73,63,9,0,27,24,0.718,0.336,1.089,0.0,0.23,0.66,1650000,0
4.0,13.879993,100.455027,ค่อนข้างแย่,5,3,,27,20,122,62,60,6,0,23,7,0.382,0.313,0.398,0.0,0.298,0.425,1650000,0
6.0,13.951789,100.339946,ดีมาก,4,1,ทิศตะวันตกเฉียงใต้,21,21,144,11,14,3,0,5,0,1.403,1.423,2.283,0.0,1.387,0.0,1650000,0
4.0,13.83146421,100.5075795,ค่อนข้างแย่,3,4,,13,26,176,141,166,4,0,115,79,0.167,0.178,0.187,0.0,0.715,0.742,3300000,0
4.0,13.955538,100.358126,พอใช้,4,1,,15,23,144,14,15,2,0,4,1,0.428,0.396,0.4,0.0,1.845,1.267,1650000,0
4.0,13.83727,100.35655,ค่อนข้างแย่,1,4,,9,18,33,4,7,1,0,8,0,0.412,0.578,0.92,0.0,0.415,0.0,520000,0
6.0,13.93792,100.35984,ค่อนข้างแย่,1,1,,22,20,63,14,18,2,0,6,1,0.447,0.373,0.376,0.0,0.447,1.922,550000,0
4.0,13.97411,100.32699,พอใช้,4,3,,10,18,110,7,11,3,0,4,1,0.514,0.661,1.006,0.0,1.709,1.473,850000,0
4.0,13.979545,100.341064,แย่,2,4,,10,16,98,7,9,3,0,1,1,0.823,0.79,0.794,0.0,1.449,2.808,900000,0
4.0,13.891738,100.438499,แย่,4,3,,23,17,110,67,50,7,0,27,18,0.745,0.43,1.276,0.0,0.577,1.029,1300000,0
6.0,13.93384,100.34512,ดีมาก,2,3,ทิศตะวันออกเฉียงใต้,21,18,72,11,14,2,0,7,0,0.743,0.852,2.01,0.0,1.035,0.0,1304000,0
6.0,13.83572,100.35916,ค่อนข้างแย่,2,2,ทิศใต้,4,18,63,4,8,1,0,8,2,0.679,0.646,0.79,0.0,0.679,2.727,750000,0
4.0,13.94541,100.34764,ค่อนข้างแย่,4,1,,17,20,77,12,18,2,0,7,1,0.555,0.537,1.73,0.0,1.841,2.485,573000,0
4.0,13.804326,100.501706,ค่อนข้างแย่,4,4,,20,18,89,179,151,9,0,178,80,0.243,0.202,1.454,0.0,0.182,0.657,1250000,0
4.0,13.815862,100.40392,ดีมาก,3,2,,7,18,95,20,35,7,0,32,19,0.544,0.037,0.279,0.0,0.624,0.986,1650000,0
4.0,13.80449,100.42174,ค่อนข้างแย่,4,2,,21,20,134,33,59,10,0,41,22,1.128,0.442,0.88,0.0,0.2,1.201,1250000,0
12.0,13.913385,100.377264,ค่อนข้างแย่,2,3,ทิศตะวันตก,14,56,179,29,20,7,0,9,3,0.88,0.836,2.022,0.0,0.56,2.06,4300000,0
4.0,13.85981,100.39325,แย่,5,1,,8,66,134,45,49,7,2,15,22,1.179,0.408,1.625,2.708,1.026,1.881,3830000,0
4.0,13.90879,100.49835,พอใช้,3,2,,28,63,136,77,76,3,0,43,30,0.061,0.397,0.474,0.0,0.287,0.263,3300000,0
4.0,13.883312,100.517551,แย่,3,1,,23,24,171,158,129,14,2,68,53,0.368,0.309,0.617,2.52,0.188,0.637,1650000,0
4.0,13.896427,100.398171,ดี,5,2,,23,20,126,68,56,14,2,16,27,0.13,0.268,0.681,2.539,0.348,1.284,1420000,0
6.0,13.879921,100.372682,ดีมาก,3,3,ทิศใต้,12,17,84,7,12,3,0,1,0,0.613,0.327,1.042,0.0,1.203,0.0,1604000,0
4.0,13.870804,100.301739,แย่,2,2,,11,92,119,2,3,0,0,3,0,1.95,1.045,0.0,0.0,0.318,0.0,1650000,0
4.0,13.92919,100.35163,ดีมาก,1,4,,13,26,125,12,17,2,0,8,0,0.46,0.358,1.682,0.0,0.614,0.0,1200000,0
6.0,13.934866,100.516165,ดีมาก,2,1,ทิศตะวันออกเฉียงใต้,33,20,66,36,59,5,0,31,17,0.334,0.344,0.474,0.0,0.577,1.493,1050000,0
6.0,13.95357,100.36528,แย่,4,3,,25,17,105,16,16,2,0,4,1,0.176,0.237,0.82,0.0,1.334,0.464,1250000,0
4.0,13.85192,100.50096,ดีมาก,4,2,,22,17,108,176,158,9,1,71,75,0.486,0.499,1.004,1.566,0.769,0.871,1650000,0
4.0,13.85225,100.500768,พอใช้,5,1,,27,17,116,174,157,9,1,71,75,0.458,0.478,0.975,1.525,0.761,0.909,1600000,0
6.0,13.89352,100.39402,ดี,4,4,ทิศตะวันตกเฉียงเหนือ,30,16,96,70,61,14,2,12,25,0.557,0.566,0.224,2.572,0.587,1.578,1558000,0
4.0,13.85419203,100.5047635,ค่อนข้างแย่,1,1,,18,16,102,180,162,10,1,76,80,0.18,0.16,0.729,1.522,0.436,0.773,1650000,0
6.0,13.932174,100.348475,แย่,5,1,ทิศตะวันตกเฉียงเหนือ,21,18,112,12,15,2,0,7,0,0.399,0.59,1.755,0.0,0.969,0.0,1400000,0
4.0,13.916741,100.362555,ดี,4,2,,11,16,100,15,17,2,0,8,0,0.459,0.34,1.274,0.0,1.598,0.0,1330000,0
4.0,13.93344,100.34662,ค่อนข้างแย่,3,1,,18,18,63,10,15,2,0,7,0,0.579,0.756,1.875,0.0,1.131,0.0,750000,0
6.0,13.92498,100.3691,แย่,5,4,ทิศใต้,22,18,116,17,22,2,0,7,0,0.853,1.021,1.797,0.0,1.409,0.0,1377000,0
6.0,13.84217,100.45098,ดี,3,3,ทิศเหนือ,29,19,109,38,57,3,0,34,5,0.166,0.374,1.165,0.0,0.308,2.285,1420000,0
4.0,13.817835,100.478968,ดี,3,1,,26,18,128,49,89,4,0,47,8,0.376,0.076,0.318,0.0,0.54,1.629,1300000,0
4.0,13.88272,100.45661,ดี,3,2,,16,21,125,61,56,6,0,24,8,0.166,0.099,0.243,0.0,0.505,0.387,1650000,0
6.0,13.934944,100.409675,ดี,4,3,ทิศตะวันออกเฉียงเหนือ,19,35,190,41,38,6,0,18,13,0.24,0.068,0.813,0.0,1.378,1.376,2000000,0
6.0,13.98829,100.322475,ดีมาก,4,2,ทิศใต้,11,18,60,6,8,3,0,4,1,0.792,0.797,0.511,0.0,1.734,1.167,830000,0
4.0,13.809792,100.388053,แย่,4,4,,0,22,91,22,37,4,0,32,16,0.773,0.567,0.668,0.0,0.966,0.641,1300000,0
4.0,13.93754,100.40282,พอใช้,5,1,,0,18,90,31,31,6,0,7,7,0.548,0.17,0.887,0.0,0.762,0.688,1250000,0
4.0,13.835333,100.357267,แย่,3,3,,4,24,64,4,8,1,0,8,2,0.638,0.733,0.97,0.0,0.641,2.866,900000,0
6.0,13.92435,100.35241,พอใช้,3,4,ทิศตะวันตกเฉียงใต้,26,18,72,12,17,2,0,5,0,0.941,0.363,1.695,0.0,0.831,0.0,1350000,0
4.0,13.880926,100.398396,แย่,4,2,,18,16,103,61,60,14,2,14,30,0.155,0.251,0.344,1.417,0.78,0.787,1320000,0
4.0,13.93174,100.35873,แย่,1,3,,17,18,116,13,22,2,0,6,1,0.42,0.107,1.001,0.0,0.235,2.577,800000,0
4.0,13.958731,100.370603,ดี,4,3,,19,16,115,15,13,2,0,3,1,0.695,0.647,1.162,0.0,1.904,0.696,1250000,0
4.0,13.97971,100.34066,พอใช้,4,1,,16,16,78,7,9,3,0,1,1,0.81,0.775,0.781,0.0,1.494,2.765,900000,0
4.0,13.963425060115,100.3377416702,พอใช้,5,3,,20,16,98,11,12,2,0,4,0,1.058,0.887,1.189,0.0,2.297,0.0,1250000,0
6.0,13.939632,100.401417,ดีมาก,3,3,ทิศตะวันออกเฉียงเหนือ,6,19,102,27,31,6,0,5,7,0.529,0.323,1.148,0.0,0.816,0.694,1800000,0
4.0,13.926859,100.388884,ค่อนข้างแย่,5,1,,0,17,98,39,26,8,0,9,5,1.273,0.923,1.324,0.0,0.54,1.262,1380000,0
4.0,13.93924,100.36182,ดี,3,1,,21,18,72,14,18,2,0,6,1,0.271,0.118,0.118,0.0,0.2,1.687,550000,0
4.0,13.92145,100.39009,พอใช้,4,2,,5,21,126,40,31,8,0,13,5,0.846,0.391,0.846,0.0,0.875,0.862,1650000,0
4.0,13.917773,100.364108,ดี,5,2,,18,16,112,16,17,2,0,8,0,0.519,0.346,1.475,0.0,1.565,0.0,1250000,0
4.0,13.88311,100.51782,แย่,2,1,,25,20,121,158,133,14,2,67,53,0.37,0.33,0.599,2.526,0.154,0.629,1300000,0
6.0,13.954624,100.357863,แย่,4,1,ทิศใต้,19,29,172,14,15,2,0,4,1,0.531,0.5,0.504,0.0,1.78,1.273,1650000,0
4.0,13.87903,100.3737,ดีมาก,1,1,,5,19,117,7,12,3,0,1,0,0.468,0.467,0.908,0.0,1.231,0.0,1650000,0
4.0,13.93763,100.51583,พอใช้,4,1,,24,20,119,34,57,6,0,29,15,0.065,0.08,0.707,0.0,0.325,1.19,1650000,0
4.0,13.918396,100.364508,แย่,3,3,,19,19,113,16,17,2,0,7,0,0.531,0.406,1.554,0.0,1.526,0.0,1400000,0
10.0,13.91748643,100.36357844,แย่,4,2,ทิศใต้,27,16,112,16,17,2,0,8,0,0.485,0.337,1.412,0.0,1.567,0.0,1600000,0
6.0,13.837268,100.356144,พอใช้,1,4,,10,18,33,4,7,1,0,8,0,0.406,0.604,0.96,0.0,0.41,0.0,600000,0
6.0,13.804072,100.357349,ดี,3,1,ทิศใต้,21,25,130,14,28,1,0,14,4,0.817,0.505,1.795,0.0,0.58,0.729,1654000,0
10.0,13.944155,100.349098,แย่,3,4,ทิศตะวันออกเฉียงใต้,22,16,111,15,18,2,0,7,1,0.515,0.48,1.536,0.0,1.656,2.386,1200000,0
4.0,13.938557,100.409479,พอใช้,1,1,,19,24,129,39,34,6,0,14,10,0.522,0.343,1.124,0.0,1.454,1.406,1650000,0
6.0,13.918527,100.362182,พอใช้,4,1,ทิศใต้,24,16,106,15,17,2,0,8,0,0.296,0.514,1.386,0.0,1.399,0.0,1300000,0
4.0,13.936462,100.397025,แย่,4,4,,22,16,110,27,30,6,0,5,5,0.096,0.096,1.097,0.0,0.31,0.142,1390000,0
4.0,13.976515,100.32854,พอใช้,2,3,,14,32,170,7,11,3,0,4,1,0.2,0.461,0.881,0.0,1.849,1.522,1650000,0
6.0,13.92163,100.34946,ค่อนข้างแย่,3,3,ทิศตะวันออก,25,18,72,11,17,2,0,5,0,1.14,0.431,1.463,0.0,1.267,0.0,1200000,0
4.0,13.9303,100.346662,ดีมาก,5,4,,15,18,66,11,15,2,0,8,0,0.665,0.427,2.03,0.0,0.97,0.0,600000,0
4.0,13.839488,100.46156,ดีมาก,2,1,,15,17,110,41,70,4,0,42,4,0.997,0.137,2.346,0.0,0.601,1.786,1650000,0
4.0,13.88957,100.37214,ดีมาก,2,1,,11,51,182,13,18,4,0,6,0,0.977,0.438,1.73,0.0,2.038,0.0,3500000,0
4.0,13.89166,100.520121,ดีมาก,1,1,,22,17,110,152,132,10,2,76,45,0.289,0.408,0.744,1.581,0.2,0.736,1500000,0
4.0,13.97116,100.34416,ค่อนข้างแย่,4,1,,8,22,151,11,12,2,0,1,0,0.552,0.244,0.909,0.0,1.237,0.0,1600000,0
4.0,13.81051,100.34022,ค่อนข้างแย่,5,4,,0,21,90,21,46,1,0,37,17,1.166,0.192,2.817,0.0,1.099,1.786,1350000,0
4.0,13.94655,100.3961,แย่,1,4,,19,18,118,19,27,3,0,3,5,0.839,1.023,1.512,0.0,1.43,1.259,1400000,0
6.0,13.881767,100.455997,ดี,1,4,ทิศใต้,27,18,121,61,58,6,0,25,8,0.25,0.121,0.29,0.0,0.476,0.371,1690000,0
4.0,13.92004,100.38741,ค่อนข้างแย่,1,4,,7,25,104,40,30,8,0,10,5,1.055,0.63,1.066,0.0,0.813,1.08,1350000,0
6.0,13.895864,100.396442,ดีมาก,1,2,ทิศตะวันตกเฉียงใต้,28,20,118,70,56,14,2,14,25,0.193,0.248,0.529,2.595,0.304,1.317,1700000,0
6.0,14.06621919,100.32033414,ดี,5,1,,18,23,45,3,6,0,0,1,2,1.234,1.971,0.0,0.0,2.582,2.716,680000,0
6.0,13.94344,100.34711,แย่,1,2,ทิศตะวันออกเฉียงใต้,28,16,110,13,18,2,0,7,1,0.725,0.696,1.723,0.0,1.765,2.615,1500000,0
4.0,13.90656,100.40936,พอใช้,1,2,,20,25,182,72,61,18,0,24,27,0.132,0.132,0.718,0.0,0.836,1.504,1640000,0
4.0,13.90269,100.50754,ดี,2,3,,27,18,110,119,111,9,2,65,39,0.29,0.255,0.933,2.238,0.262,0.265,1270000,0
4.0,13.9257,100.35208,ค่อนข้างแย่,1,4,,22,18,72,12,17,2,0,8,0,0.844,0.277,1.847,0.0,0.746,0.0,900000,0
6.0,13.94998,100.33858,ค่อนข้างแย่,5,3,,13,22,147,10,15,3,0,6,0,1.276,1.51,2.494,0.0,1.142,0.0,1000000,0
4.0,13.944252,100.345846,ค่อนข้างแย่,2,1,,12,16,91,12,18,2,0,7,1,0.786,0.766,1.876,0.0,1.634,2.71,716000,0
4.0,13.92846,100.34765,ค่อนข้างแย่,4,1,,18,18,72,12,15,2,0,8,0,0.713,0.197,2.059,0.0,1.029,0.0,680000,0
5.0,13.92457461,100.3477012,ค่อนข้างแย่,2,1,ทิศเหนือ,23,18,72,11,17,2,0,8,0,1.074,0.106,1.834,0.0,1.074,0.0,980000,0
10.0,13.9176464,100.3632783,แย่,3,2,ทิศตะวันออก,24,17,106,16,17,2,0,8,0,0.449,0.368,1.399,0.0,1.537,0.0,1283000,0
4.0,13.926038,100.355598,ดีมาก,1,3,,22,16,97,12,18,2,0,5,0,0.816,0.195,1.716,0.0,0.494,0.0,1250000,0
6.0,13.90591,100.44125,ดี,2,1,ทิศตะวันออกเฉียงเหนือ,24,21,130,56,53,5,0,26,22,0.929,0.92,1.375,0.0,1.089,0.909,1490000,0
10.0,13.91043,100.39979,ดี,1,1,ทิศเหนือ,16,19,121,60,48,11,0,25,20,0.296,0.469,0.458,0.0,0.564,0.551,1200000,0
4.0,13.89046,100.43715,พอใช้,1,2,,0,26,132,67,52,7,0,26,20,0.691,0.227,1.394,0.0,0.476,0.987,3500000,0
4.0,13.96128,100.36052,พอใช้,5,3,,16,20,128,11,14,3,0,3,1,0.253,0.267,0.29,0.0,1.835,1.366,1400000,0
4.0,13.92951,100.35749,ค่อนข้างแย่,5,2,,22,18,110,12,21,2,0,7,1,0.691,0.191,1.281,0.0,0.083,2.857,900000,0
4.0,13.832048,100.512331,พอใช้,3,2,,21,16,105,157,177,4,0,120,87,0.367,0.351,0.37,0.0,0.578,0.843,1500000,0
4.0,13.91864,100.51146,ดีมาก,3,3,,33,13,48,105,91,6,2,57,38,0.627,0.41,1.366,2.464,0.154,0.959,450000,0
4.0,13.80582,100.49051,พอใช้,4,3,,32,21,134,123,112,9,0,113,45,0.198,0.168,0.243,0.0,0.264,1.464,1700000,0
5.0,13.925934,100.351958,ค่อนข้างแย่,5,2,ทิศใต้,25,18,60,12,17,2,0,8,0,0.819,0.275,1.874,0.0,0.74,0.0,950000,0
4.0,13.914573,100.377995,แย่,5,2,,16,59,188,28,21,7,0,9,3,0.888,0.965,1.989,0.0,0.637,2.029,3500000,0
6.0,13.9391624,100.40819898,แย่,5,3,,27,28,119,36,33,6,0,12,9,0.654,0.19,1.125,0.0,1.356,1.295,1400000,0
6.0,13.904582,100.36811,ดีมาก,1,4,ทิศเหนือ,9,16,100,13,17,3,0,4,2,1.339,0.252,1.63,0.0,1.406,2.972,1550000,0
6.0,13.903712,100.346173,แย่,1,4,ทิศตะวันตก,27,18,72,6,15,1,0,4,0,0.635,0.746,1.013,0.0,0.594,0.0,850000,0
4.0,13.8512,100.5018,ค่อนข้างแย่,1,1,,20,17,104,172,161,9,1,72,75,0.541,0.552,1.062,1.67,0.744,0.788,1650000,0
4.0,13.879899,100.453981,พอใช้,2,2,,22,20,115,59,62,7,0,23,7,0.496,0.408,0.51,0.0,0.185,0.539,1650000,0
6.0,13.903616,100.429716,ดี,5,3,ทิศตะวันออกเฉียงเหนือ,31,19,130,64,57,9,0,30,22,0.622,0.152,0.895,0.0,0.591,0.727,1400000,0
6.0,13.90207,100.43063,ดี,5,3,ทิศตะวันออก,14,22,154,68,58,6,0,31,22,0.453,0.273,1.068,0.0,0.623,0.654,2330000,0
4.0,13.89286,100.40567,พอใช้,2,3,,29,20,110,88,68,14,2,24,40,0.109,0.175,0.148,1.828,0.944,0.739,1350000,0
4.0,13.84324,100.48592,ดีมาก,1,2,,28,18,98,107,123,6,1,62,51,0.139,0.193,1.053,2.716,0.492,0.604,1428000,0
4.0,13.908726,100.396717,พอใช้,2,2,,26,18,104,54,39,11,0,22,16,0.076,0.113,0.189,0.0,0.191,0.171,1200000,0
6.0,13.939119,100.361098,ค่อนข้างแย่,3,2,ทิศตะวันออกเฉียงเหนือ,29,18,52,14,18,2,0,6,1,0.349,0.184,0.19,0.0,0.279,1.737,850000,0
6.0,13.94265,100.36343,ดี,3,4,,16,16,87,14,17,2,0,5,1,0.401,0.291,0.311,0.0,0.352,1.273,900000,0
6.0,13.952468,100.364699,ดี,5,3,ทิศตะวันตก,27,17,114,16,16,2,0,4,1,0.305,0.331,0.87,0.0,1.231,0.513,1000000,0
