road_width,latitude,longitude,quality,num_bedrooms,num_bathrooms,direction,age,land_area,usage_area,hospital_3km,convenience_store_3km,discount_store_3km,department_store_3km,education_3km,bank_3km,hospital_3km_shortest,convenience_store_3km_shortest,discount_store_3km_shortest,department_store_3km_shortest,education_3km_shortest,bank_3km_shortest,target,index_right
6.0,13.915496,100.353745,ดีมาก,2,3,ทิศตะวันออกเฉียงใต้,26,59,106,10,17,2,0,5,0,0.535,0.176,0.71,0.0,1.283,0.0,2900000,0
4.0,13.89202,100.436396,ดี,1,1,,25,19,111,67,50,7,0,29,20,0.757,0.326,1.504,0.0,0.348,0.818,1150000,0
4.0,13.88445,100.45645,ดี,5,3,,20,22,122,62,55,6,0,24,7,0.238,0.284,0.333,0.0,0.631,0.476,1200000,0
6.0,13.90225,100.37825,ดี,5,1,ทิศตะวันออก,0,23,148,27,25,9,0,7,3,0.298,0.931,1.448,0.0,0.802,1.952,2990000,0
4.0,13.887019,100.474054,แย่,1,4,,5,53,182,67,65,9,0,21,15,0.722,0.841,1.715,0.0,1.243,1.487,4500000,0
4.0,13.930796,100.522187,ดีมาก,4,2,,22,18,107,54,74,7,0,33,28,0.223,0.291,0.319,0.0,0.577,1.225,1400000,0
4.0,13.874883683765,100.37644,ดี,1,2,,10,24,100,7,15,4,0,1,0,0.252,0.607,0.386,0.0,1.339,0.0,1500000,0
6.0,13.835771,100.350623,พอใช้,1,4,ทิศเหนือ,24,22,89,4,7,1,0,5,0,0.71,1.165,1.575,0.0,0.53,0.0,1400000,0
4.0,13.95855,100.37117,ค่อนข้างแย่,4,1,,17,16,106,15,14,2,0,3,2,0.736,0.665,1.224,0.0,1.895,0.69,1150000,0
7.0,13.928298,100.439432,ดีมาก,5,4,ทิศใต้,0,24,141,29,35,3,0,21,18,0.866,0.445,0.91,0.0,0.685,1.973,3200000,0
6.0,13.833162,100.464623,ดี,1,2,ทิศตะวันออกเฉียงเหนือ,6,18,86,43,74,4,0,36,4,0.386,0.561,2.014,0.0,0.324,1.646,2900000,0
4.0,13.8758424,100.3956929,ดีมาก,1,1,,5,50,165,57,60,12,2,15,28,0.575,0.386,0.882,1.653,1.264,0.928,3900000,0
4.0,13.808512,100.392524,แย่,4,2,,0,52,126,25,39,6,0,34,17,0.645,0.559,0.58,0.0,0.517,0.566,3500000,0
6.0,13.90681,100.39782,แย่,3,4,ทิศตะวันตก,15,56,165,52,38,14,0,24,19,0.19,0.181,0.319,0.0,0.358,0.271,3367000,0
4.0,13.87476,100.39701,แย่,2,2,,6,17,115,60,60,12,2,15,28,0.431,0.47,0.882,1.527,1.179,0.794,1300000,0
8.0,13.906166,100.409207,ค่อนข้างแย่,3,3,ทิศตะวันตกเฉียงเหนือ,16,23,136,75,59,18,0,24,28,0.149,0.131,0.702,0.0,0.876,1.492,1800000,0
4.0,13.9587036,100.3689959,ดีมาก,4,4,,23,16,92,15,14,2,0,3,1,0.559,0.573,0.99,0.0,1.88,0.683,1250000,0
4.0,13.856280831793,100.4166712091,ดีมาก,4,1,,5,25,83,63,61,9,2,23,30,0.859,0.607,0.948,2.37,0.345,0.699,2850000,0
8.0,13.96444,100.34545,แย่,1,4,ทิศตะวันออก,24,18,119,12,13,2,0,4,1,0.313,0.521,1.455,0.0,1.645,2.908,1130000,0
4.0,13.98735,100.32219,แย่,2,3,,6,25,141,6,8,3,0,4,1,0.715,0.706,0.421,0.0,1.638,1.071,1200000,0
6.0,13.94421,100.39331,ดีมาก,1,3,ทิศตะวันตกเฉียงใต้,23,16,106,21,29,4,0,4,6,0.678,0.693,1.897,0.0,1.234,1.069,1594000,0
4.0,13.95344,100.36521,ดีมาก,4,4,,19,17,122,16,16,2,0,4,1,0.19,0.246,0.825,0.0,1.322,0.468,700000,0
4.0,13.835282239167,100.4457149637,ดี,5,2,,7,21,109,42,58,3,0,32,6,0.665,0.429,1.228,0.0,0.685,1.578,2700000,0
4.0,13.92589,100.37062,พอใช้,4,4,,20,21,86,19,22,3,0,7,1,0.8,0.83,1.778,0.0,1.436,2.951,1150000,0
4.0,13.864,100.40049,ดี,3,3,,4,16,82,56,58,10,2,21,29,0.837,0.45,1.028,1.842,0.891,1.253,1150000,0
6.0,13.79963,100.4863,ดี,2,4,ทิศเหนือ,9,19,113,165,137,10,3,158,67,0.28,0.603,0.675,2.595,0.721,1.016,2900000,0
4.0,13.92436,100.50853,ดี,5,4,,16,17,113,78,76,7,0,42,38,1.107,0.501,1.272,0.0,0.273,1.508,1300000,0
4.0,13.803277,100.484953,ดีมาก,2,4,,6,21,103,151,131,8,3,136,59,0.246,0.443,0.433,2.916,0.446,0.828,2800000,0
4.0,13.80328,100.50204,แย่,2,3,,33,19,149,178,161,9,0,193,79,0.341,0.313,1.503,0.0,0.233,0.7,1500000,0
4.0,13.802577,100.487906,ค่อนข้างแย่,2,1,,34,23,138,147,131,8,2,136,59,0.322,0.301,0.316,2.964,0.369,1.147,2300000,0
4.0,13.929844,100.361021,แย่,1,4,,0,67,100,13,21,2,0,6,1,0.495,0.367,1.131,0.0,0.413,2.671,2680000,0
4.0,13.92564,100.40567,ดีมาก,2,4,,15,25,137,54,45,9,0,20,19,0.345,0.379,0.444,0.0,0.845,1.265,1150000,0
4.0,13.81132,100.37667,ดีมาก,5,1,,0,50,115,12,25,3,0,15,9,0.937,1.038,1.755,0.0,1.474,1.045,2890000,0
4.0,13.930418,100.359334,ค่อนข้างแย่,5,2,,0,60,116,13,21,2,0,6,1,0.493,0.174,1.113,0.0,0.23,2.681,2890000,0
6.0,13.92,100.41747,ดี,3,2,ทิศใต้,3,20,103,59,53,10,0,21,20,0.304,0.39,0.769,0.0,0.401,0.261,2700000,0
4.0,13.89342,100.43593,พอใช้,5,2,,3,21,120,70,51,8,0,29,22,0.643,0.468,1.595,0.0,0.318,0.696,1600000,0
6.0,13.89079,100.440209,แย่,3,2,ทิศตะวันตก,25,62,237,68,52,7,0,24,16,0.535,0.54,1.073,0.0,0.777,1.032,3900000,0
7.0,13.98476181,100.3945132,ดีมาก,1,4,ทิศตะวันตกเฉียงใต้,0,27,92,4,10,3,0,3,1,2.034,0.872,1.18,0.0,0.673,1.219,2550000,0
6.0,13.841658,100.478761,พอใช้,2,2,ทิศตะวันตกเฉียงใต้,9,24,196,70,103,4,0,50,30,0.194,0.167,1.837,0.0,0.933,0.184,3500000,0
4.0,13.86066,100.53423,แย่,5,3,,24,17,102,272,156,13,0,123,75,0.221,0.346,0.467,0.0,0.148,0.36,1600000,0
4.0,13.8850013,100.3660402,ดี,1,1,,8,50,138,7,13,3,0,2,0,1.523,0.611,1.901,0.0,1.359,0.0,2900000,0
4.0,13.814217558309,100.4919002,พอใช้,3,4,,9,31,75,73,109,5,0,93,36,0.631,0.622,1.05,0.0,0.707,1.469,2870000,0
4.0,13.911652,100.501661,ดีมาก,3,4,,32,14,85,85,76,5,0,50,30,0.305,0.351,0.568,0.0,0.413,0.394,1150000,0
4.0,13.904095,100.366177,ค่อนข้างแย่,1,1,,9,18,113,12,17,2,0,2,0,1.402,0.344,1.452,0.0,1.571,0.0,1150000,0
6.0,13.8788338,100.3742015,ดีมาก,1,4,ทิศตะวันตก,13,17,99,7,12,4,0,1,0,0.41,0.525,0.868,0.0,1.264,0.0,1747000,0
4.5,13.8388,100.49409,พอใช้,5,1,ทิศตะวันออกเฉียงใต้,30,43,194,113,147,5,1,68,55,0.189,0.231,0.54,2.96,0.319,0.282,4000000,0
6.0,13.924421,100.508061,ค่อนข้างแย่,2,4,ทิศตะวันออกเฉียงเหนือ,27,19,123,76,74,7,0,42,38,1.154,0.499,1.31,0.0,0.281,1.513,1850000,0
4.0,13.95354,100.35747,ดีมาก,1,4,,11,21,146,14,16,2,0,4,1,0.656,0.626,0.63,0.0,1.694,1.299,1335000,0
4.0,13.820242,100.424151,แย่,4,3,,4,23,140,40,44,9,0,31,26,0.169,0.423,1.381,0.0,0.587,1.395,2860000,0
6.0,13.82839,100.37525,แย่,5,2,ทิศเหนือ,23,56,131,9,16,3,0,8,8,1.356,0.791,1.826,0.0,1.928,0.963,3090000,0
6.0,13.930195,100.348355,ดีมาก,3,2,,22,18,83,11,15,2,0,8,0,0.522,0.372,1.883,0.0,0.957,0.0,960000,0
4.0,13.813883,100.492494,แย่,3,3,,8,17,112,76,110,5,0,97,36,0.556,0.548,1.041,0.0,0.743,1.398,1950000,0
6.0,13.91176,100.405577,ดีมาก,3,1,ทิศเหนือ,9,54,146,63,55,12,0,24,20,0.432,0.564,0.625,0.0,0.963,1.131,3190000,0
4.0,13.91636,100.37505,พอใช้,4,4,,8,52,132,28,21,6,0,11,3,1.261,0.845,2.359,0.0,0.966,2.392,2900000,0
4.0,13.867971,100.412105,ค่อนข้างแย่,2,1,,22,16,94,75,64,10,2,24,30,0.131,0.23,0.527,1.009,0.421,0.766,1150000,0
6.0,13.930022,100.363564,แย่,2,2,ทิศตะวันออกเฉียงเหนือ,7,53,144,13,19,2,0,7,1,0.515,0.624,1.102,0.0,0.686,2.571,3300000,0
4.0,13.844339,100.479073,ดีมาก,4,4,,21,20,185,85,109,3,0,51,37,0.267,0.086,1.796,0.0,0.8,0.477,1700000,0
4.0,13.930921,100.363198,พอใช้,3,1,,0,53,125,13,19,2,0,6,1,0.408,0.571,1.0,0.0,0.651,2.486,2800000,0
7.0,13.88183,100.37145,ค่อนข้างแย่,3,4,ทิศเหนือ,0,28,127,6,12,3,0,1,0,0.846,0.203,1.29,0.0,1.264,0.0,2950000,0
6.0,13.93131,100.40926,ดีมาก,3,4,ทิศเหนือ,13,18,107,46,45,8,0,22,18,0.429,0.365,0.466,0.0,1.054,1.396,1370000,0
4.0,13.911487,100.399276,ดีมาก,5,1,,0,56,129,60,49,11,0,23,20,0.408,0.495,0.507,0.0,0.573,0.582,2860000,0
4.0,13.91561,100.50643,ดี,2,1,,23,18,100,96,86,6,2,52,31,0.386,0.089,1.12,2.707,0.512,0.558,1450000,0
6.0,13.91902288,100.41346,ดีมาก,5,2,ทิศเหนือ,26,16,98,58,53,10,0,24,19,0.589,0.599,0.572,0.0,0.292,0.699,1230000,0
4.0,13.92169,100.51075,ค่อนข้างแย่,3,1,,28,50,150,97,89,6,2,50,38,0.762,0.624,1.303,2.756,0.265,1.252,2700000,0
4.0,13.89469,100.5292,ค่อนข้างแย่,2,1,,24,18,74,160,126,11,2,71,51,0.482,0.19,1.229,0.986,0.275,0.996,900000,0
6.0,13.924377,100.353087,ค่อนข้างแย่,2,3,ทิศเหนือ,25,18,72,12,18,2,0,5,0,0.881,0.327,1.694,0.0,0.784,0.0,1300000,0
4.0,13.891408,100.439476,ดี,4,2,,18,20,130,66,50,7,0,25,16,0.632,0.497,1.164,0.0,0.687,1.1,1150000,0
4.0,13.891566,100.438785,ดี,3,1,,26,72,138,66,51,7,0,27,17,0.709,0.443,1.241,0.0,0.611,1.065,2870000,0
4.0,13.95686,100.35658,ดี,5,1,,0,51,138,14,17,3,0,4,1,0.418,0.402,0.409,0.0,2.061,1.47,2690000,0
12.0,13.84932,100.36902,พอใช้,3,1,ทิศตะวันออก,16,18,113,5,11,2,0,9,0,1.06,1.052,1.068,0.0,1.334,0.0,1810000,0
8.0,13.92808,100.51037,แย่,3,1,ทิศตะวันตกเฉียงเหนือ,24,17,109,72,73,7,0,36,38,0.97,0.201,0.9,0.0,0.207,1.937,1450000,0
4.0,13.95007,100.41247,ดี,4,3,,8,21,141,18,31,5,0,4,4,1.731,0.283,0.449,0.0,2.469,0.583,1150000,0
4.0,13.902476996745,100.4314672853,ดีมาก,1,4,,21,21,132,62,59,5,0,31,21,0.517,0.343,1.033,0.0,0.722,0.712,1550000,0
6.0,13.815959,100.487464,ดีมาก,2,3,ทิศตะวันตกเฉียงเหนือ,5,20,116,65,109,5,0,73,26,0.603,0.377,0.832,0.0,0.592,1.813,2850000,0
4.0,13.84024,100.48297,ดี,2,3,,0,21,109,76,114,5,0,55,31,0.322,0.223,1.416,0.0,0.663,0.53,2560000,0
4.0,13.86184,100.444813,ดีมาก,1,3,,0,22,81,71,66,6,0,37,4,0.36,0.629,0.718,0.0,0.137,2.275,1880000,0
6.0,13.934197,100.40729,ดี,1,4,ทิศตะวันตกเฉียงใต้,24,23,132,42,35,6,0,18,12,0.493,0.339,0.588,0.0,1.114,1.122,1370000,0
4.0,13.81853,100.38535,ดีมาก,2,3,,5,54,214,15,27,7,0,13,15,1.004,0.718,0.955,0.0,1.555,0.719,3800000,0
6.0,13.90188,100.42704,พอใช้,1,2,ทิศตะวันออกเฉียงเหนือ,30,60,257,78,64,11,0,30,24,0.54,0.202,1.133,0.0,0.245,0.714,4026000,0
4.0,13.85264194,100.503344,ดี,3,1,,26,17,119,179,158,9,1,74,80,0.377,0.358,0.887,1.59,0.558,0.936,1550000,0
6.0,13.894856506343,100.3723528023,แย่,4,3,ทิศเหนือ,14,59,119,18,16,5,0,7,2,0.797,0.711,1.676,0.0,1.803,2.87,4350000,0
4.0,13.91997,100.41758,ดี,3,2,,0,20,89,59,53,10,0,21,20,0.292,0.383,0.781,0.0,0.398,0.249,2899000,0
6.0,13.81519,100.40031,พอใช้,2,3,ทิศตะวันออกเฉียงเหนือ,12,40,160,20,34,7,0,32,19,0.738,0.431,0.409,0.0,0.657,0.835,3304000,0
4.0,13.87384,100.3827,พอใช้,3,3,,8,51,188,29,33,7,0,7,13,0.181,0.233,0.691,0.0,1.999,2.343,2900000,0
4.0,13.885763,100.3656,แย่,4,1,,4,50,111,7,13,3,0,2,0,1.612,0.705,1.997,0.0,1.437,0.0,2900000,0
8.0,13.87817,100.49771,ดี,4,1,ทิศใต้,32,16,170,119,104,10,1,46,39,0.329,0.189,0.335,1.414,0.44,0.363,2356000,0
4.0,13.933716,100.402286,ค่อนข้างแย่,4,4,,21,26,158,47,34,8,0,10,12,0.515,0.551,0.504,0.0,0.572,0.598,1750000,0
6.0,13.9222989,100.3854251,พอใช้,1,3,ทิศตะวันตก,17,29,96,39,25,8,0,11,5,1.339,0.891,1.345,0.0,0.497,1.36,2006000,0
6.0,13.932824,100.345873,ค่อนข้างแย่,1,3,ทิศตะวันออกเฉียงใต้,21,18,72,11,15,2,0,7,0,0.662,0.716,1.976,0.0,1.025,0.0,950000,0
6.0,13.839449,100.46166,พอใช้,4,3,ทิศตะวันตกเฉียงใต้,25,17,113,41,70,4,0,42,4,0.986,0.132,2.358,0.0,0.59,1.775,1600000,0
4.0,13.84077,100.4378,ค่อนข้างแย่,1,1,,0,31,107,44,52,3,0,34,8,0.28,0.537,0.582,0.0,0.367,1.672,2838000,0
6.0,13.990264,100.301424,พอใช้,2,3,ทิศตะวันออกเฉียงเหนือ,0,29,152,5,6,2,0,5,1,1.64,1.645,1.888,0.0,0.774,1.823,2863500,0
8.0,13.915341,100.505196,ค่อนข้างแย่,3,3,ทิศตะวันตกเฉียงใต้,25,27,185,96,85,6,2,53,31,0.482,0.166,0.984,2.809,0.569,0.579,3590000,0
4.0,13.93306,100.345189,ดีมาก,4,3,,20,18,72,11,16,2,0,7,0,0.734,0.771,2.034,0.0,0.983,0.0,750000,0
4.0,13.935144,100.408182,ดีมาก,5,1,,19,16,114,41,34,6,0,18,12,0.403,0.224,0.727,0.0,1.22,1.214,1150000,0
4.0,13.85595,100.39475,พอใช้,1,2,,7,57,137,44,48,6,2,17,21,0.776,0.107,1.487,2.926,0.628,1.735,4500000,0
4.0,13.92037,100.40005,พอใช้,5,2,,15,21,131,53,40,8,0,21,18,0.447,0.458,0.422,0.0,1.171,0.423,1500000,0
4.0,13.840545,100.43684,ค่อนข้างแย่,3,3,,3,22,151,43,49,4,0,34,8,0.367,0.53,0.662,0.0,0.451,1.617,2800000,0
4.0,13.83763,100.37117,ดีมาก,3,4,,14,68,123,4,11,1,0,8,3,0.327,0.342,0.834,0.0,1.373,2.076,2900000,0
4.0,13.841195,100.437908,พอใช้,4,4,,0,26,108,43,52,3,0,34,8,0.295,0.497,0.535,0.0,0.382,1.648,2600000,0
6.0,13.963,100.44207,ดีมาก,5,1,ทิศตะวันตกเฉียงใต้,14,68,193,7,11,2,0,6,0,0.807,0.947,1.647,0.0,0.875,0.0,2600000,0
6.0,13.90976,100.42067,ค่อนข้างแย่,5,4,ทิศตะวันออกเฉียงใต้,17,63,222,61,61,11,0,29,19,0.512,0.455,1.031,0.0,0.454,0.423,4200000,0
6.0,13.92681,100.355904,ดีมาก,2,4,ทิศเหนือ,19,16,94,12,17,2,0,5,0,0.837,0.189,1.625,0.0,0.402,0.0,1150000,0
6.0,13.926805,100.352861,แย่,4,4,ทิศเหนือ,25,30,116,12,17,2,0,8,0,0.728,0.148,1.797,0.0,0.603,0.0,1950000,0
6.0,13.946626,100.349153,ดีมาก,2,2,ทิศตะวันออกเฉียงเหนือ,17,50,114,14,18,2,0,7,1,0.352,0.342,1.635,0.0,1.756,2.288,3100000,0
4.0,13.94401,100.36901,พอใช้,4,4,,17,16,98,17,18,2,0,5,1,0.74,0.828,0.822,0.0,0.285,0.945,1100000,0
4.0,13.87354,100.38305,ดีมาก,1,4,,9,56,124,30,40,7,0,7,16,0.137,0.237,0.715,0.0,2.035,2.308,2900000,0
6.0,13.92129,100.51189,พอใช้,5,3,ทิศใต้,34,40,108,99,92,6,2,53,38,0.632,0.494,1.269,2.64,0.279,1.247,2778000,0
4.0,13.877879,100.387581,ดี,3,1,,3,36,88,52,52,10,2,9,25,0.765,0.787,1.367,2.525,1.993,1.818,2890000,0
4.0,13.816944224838,100.4776284306,แย่,3,3,,11,16,100,47,80,4,0,38,6,0.515,0.213,0.313,0.0,0.579,1.51,1450000,0
4.0,13.954327128955,100.3540506798,แย่,5,3,,5,70,203,15,17,3,0,7,1,0.762,0.788,0.794,0.0,1.944,1.675,4500000,0
4.0,13.911704,100.404323,ดีมาก,2,3,,0,65,139,64,55,12,0,24,20,0.507,0.643,0.554,0.0,1.053,1.029,3845000,0
6.0,13.815095,100.385877,แย่,3,2,ทิศใต้,12,50,103,15,28,5,0,21,16,0.834,0.6,0.753,0.0,1.314,0.731,3854000,0
6.0,13.93716,100.40146,ค่อนข้างแย่,3,3,ทิศตะวันตกเฉียงใต้,13,20,128,31,30,6,0,7,7,0.395,0.319,0.888,0.0,0.619,0.537,1749000,0
4.0,13.93288,100.40695,ดี,4,1,,29,28,88,48,39,8,0,17,13,0.556,0.438,0.447,0.0,1.079,1.109,1200000,0
6.0,13.863792,100.422218,แย่,4,3,ทิศตะวันตกเฉียงใต้,13,40,164,79,62,11,2,31,30,0.688,0.343,0.685,1.881,0.619,1.355,2750000,0
4.0,13.927581,100.383906,ดี,2,4,,5,60,243,35,25,6,0,8,5,1.483,0.858,1.775,0.0,0.116,1.632,4500000,0
6.0,13.95888,100.37089,ดีมาก,2,3,ทิศตะวันออกเฉียงใต้,25,16,112,15,13,2,0,3,1,0.73,0.678,1.194,0.0,1.926,0.718,1580000,0
6.0,13.98222,100.3911,ดีมาก,4,3,ทิศตะวันออกเฉียงใต้,15,50,182,4,10,3,0,3,1,1.781,0.409,1.187,0.0,0.466,0.992,2537000,0
6.0,13.91922,100.363382,ค่อนข้างแย่,2,2,ทิศตะวันตก,25,17,112,15,17,2,0,8,0,0.389,0.523,1.53,0.0,1.387,0.0,1480000,0
4.0,13.93714,100.3602,ดีมาก,1,3,,21,18,72,14,18,2,0,6,1,0.353,0.409,0.407,0.0,0.454,1.975,750000,0
6.0,13.947986,100.35015,พอใช้,2,1,ทิศตะวันตกเฉียงใต้,13,51,135,14,18,2,0,7,1,0.227,0.243,1.585,0.0,1.737,2.145,2500000,0
4.0,13.84043,100.38761,ค่อนข้างแย่,1,3,,9,51,144,14,22,4,0,10,10,1.127,0.347,2.187,0.0,0.798,1.646,2900000,0
4.0,13.916053,100.393634,พอใช้,3,1,,18,16,110,50,38,11,0,14,7,0.388,0.404,0.423,0.0,0.851,0.426,1150000,0
4.0,13.810636,100.377626,ค่อนข้างแย่,1,4,,7,53,126,12,30,3,0,15,9,0.869,1.092,1.666,0.0,1.481,1.1,2900000,0
4.0,13.897625421452,100.3750837204,แย่,5,4,,7,70,188,20,17,5,0,7,2,0.615,0.584,1.461,0.0,1.399,2.466,4500000,0
4.0,13.89148,100.54844,พอใช้,1,1,,9,67,162,174,131,15,2,82,61,0.667,0.395,0.441,2.545,0.198,0.581,4500000,0
4.0,13.87478,100.37602,ค่อนข้างแย่,1,3,,9,18,114,7,15,4,0,1,0,0.284,0.642,0.383,0.0,1.292,0.0,1200000,0
6.0,13.921536,100.347097,ดี,2,2,,11,18,72,11,18,2,0,7,0,1.342,0.44,1.554,0.0,1.16,0.0,750000,0
6.0,13.92843837,100.3622478,ดีมาก,5,2,ทิศตะวันออกเฉียงเหนือ,7,53,143,13,22,2,0,8,1,0.649,0.558,1.273,0.0,0.578,2.778,3355000,0
4.0,13.91615,100.39368,ดีมาก,1,1,,18,16,108,49,38,11,0,14,7,0.379,0.394,0.414,0.0,0.861,0.417,1150000,0
10.0,13.968351,100.340192,แย่,1,2,ทิศตะวันตกเฉียงใต้,26,16,112,11,12,3,0,4,0,0.738,0.379,0.761,0.0,1.765,0.0,1400000,0
4.0,13.89617,100.38264,ดี,3,4,,0,51,147,29,36,10,0,6,4,0.229,0.42,0.653,0.0,1.445,1.882,4350000,0
4.0,13.89567,100.52935,ดีมาก,5,2,,23,18,129,160,130,11,2,70,50,0.535,0.133,1.293,0.879,0.333,0.886,1350000,0
6.0,13.93097,100.34688,ดีมาก,3,2,ทิศตะวันตกเฉียงเหนือ,19,18,117,11,15,2,0,7,0,0.61,0.486,1.971,0.0,1.019,0.0,1300000,0
6.0,13.835055,100.367415,ดี,2,4,ทิศใต้,24,51,166,3,10,1,0,7,2,0.793,0.616,0.731,0.0,1.406,2.041,2800000,0
6.0,13.887922,100.467739,แย่,4,3,ทิศใต้,28,60,137,64,63,7,0,20,17,0.653,0.37,1.129,0.0,1.109,0.831,4000000,0
6.0,13.920924,100.528021,แย่,1,3,ทิศใต้,5,17,113,103,106,9,2,58,41,0.888,0.465,0.469,1.921,0.612,0.865,2800000,0
4.0,13.90895,100.53113,แย่,1,3,,5,25,113,119,115,12,2,64,48,0.605,0.282,0.778,0.665,0.396,0.529,2900000,0
4.0,13.86498,100.45968,ดี,1,4,,0,19,100,69,65,7,0,34,12,0.304,0.297,0.596,0.0,0.586,1.179,2080000,0
4.0,13.932296,100.377341,แย่,4,1,,9,16,108,28,21,4,0,7,4,0.722,0.204,1.8,0.0,0.795,2.132,1150000,0
4.0,13.84069,100.38791,ค่อนข้างแย่,3,3,,9,54,161,16,21,5,0,10,10,1.086,0.316,2.17,0.0,0.809,1.651,2850000,0
4.0,13.91423,100.40066,ดีมาก,5,3,,17,18,130,60,51,11,0,21,19,0.196,0.258,0.289,0.0,0.885,0.548,1300000,0
4.0,13.914736,100.502784,ดี,3,1,,22,18,72,85,71,6,0,51,28,0.57,0.226,0.714,0.0,0.651,0.593,850000,0
4.0,13.95003,100.35398,ดีมาก,1,1,,18,16,112,14,18,2,0,7,1,0.322,0.363,1.153,0.0,1.568,1.694,1150000,0
4.0,13.927601,100.39986,พอใช้,1,2,,8,51,176,54,39,9,0,17,13,0.824,0.852,0.546,0.0,0.738,0.89,2900000,0
4.0,13.89148,100.401846,แย่,1,1,,25,16,128,75,59,14,2,16,30,0.309,0.225,0.308,1.864,1.019,0.875,1300000,0
4.0,13.923363,100.44041,ดีมาก,5,4,,16,56,142,30,41,3,0,23,19,0.834,0.281,0.444,0.0,0.949,1.518,2900000,0
3.0,13.91815,100.51208,ดีมาก,5,2,ทิศเหนือ,41,26,64,108,93,6,2,59,38,0.587,0.324,1.302,2.378,0.24,0.94,961000,0
4.0,13.91622,100.36194,พอใช้,1,3,,16,27,136,15,17,2,0,7,0,0.47,0.365,1.186,0.0,1.63,0.0,1300000,0
6.0,13.920697,100.351959,แย่,1,4,ทิศตะวันออก,7,51,244,11,18,2,0,5,0,0.858,0.502,1.299,0.0,1.196,0.0,2850000,0
4.0,13.93533,100.555578,พอใช้,3,2,,21,36,207,46,64,7,1,42,27,1.036,0.701,1.835,0.534,0.856,1.87,2150000,0
4.0,13.93529,100.33614,แย่,3,3,,0,64,161,5,11,1,0,5,0,1.307,1.623,2.909,0.0,0.902,0.0,2200000,0
4.0,13.81333,100.40171,ดีมาก,5,1,,6,17,114,19,35,7,0,35,19,0.751,0.383,0.534,0.0,0.617,0.972,1950000,0
6.0,13.940883,100.402927,ค่อนข้างแย่,1,1,ทิศตะวันตกเฉียงใต้,8,21,111,26,30,6,0,5,7,0.743,0.305,1.25,0.0,1.025,0.907,1750000,0
6.0,13.89716,100.53551,ดีมาก,3,1,,34,58,231,168,120,17,2,75,64,0.396,0.4,1.41,1.045,0.099,0.508,3910000,0
4.0,13.87083,100.50224,ค่อนข้างแย่,2,2,,11,17,95,150,123,11,1,54,51,0.689,0.545,0.626,0.85,0.581,0.744,950000,0
6.0,13.8939,100.4236,ดีมาก,4,3,ทิศตะวันออกเฉียงใต้,25,18,113,101,74,11,2,31,45,0.664,0.66,1.781,2.286,0.745,0.75,1670000,0
4.0,13.91697,100.55801,แย่,3,4,,8,33,127,99,94,11,1,58,46,0.264,0.268,0.647,2.555,0.068,0.783,2200000,0
4.0,13.931398,100.347457,แย่,3,2,,15,18,117,11,15,2,0,7,0,0.533,0.515,1.893,0.0,1.063,0.0,1300000,0
4.0,13.93012,100.36083,ดีมาก,1,2,,5,53,165,13,21,2,0,6,1,0.467,0.336,1.104,0.0,0.391,2.649,2900000,0
6.0,13.883316,100.425334,พอใช้,1,2,ทิศตะวันออกเฉียงเหนือ,0,21,115,84,66,9,2,28,32,0.821,0.869,1.185,1.663,0.545,1.324,2590000,0
4.0,13.93622,100.39709,แย่,3,1,,16,16,109,27,30,6,0,5,5,0.089,0.087,1.074,0.0,0.284,0.117,1300000,0
6.0,13.947746,100.481208,ดี,4,1,ทิศตะวันตกเฉียงเหนือ,14,56,132,7,14,0,0,11,3,1.369,0.92,0.0,0.0,0.935,2.91,4300000,0
4.0,13.887845,100.467061,แย่,2,2,,10,63,162,63,61,7,0,20,16,0.586,0.323,1.062,0.0,1.054,0.756,4500000,0
6.0,13.90411,100.44033,แย่,5,1,ทิศเหนือ,17,29,174,60,54,5,0,27,22,0.984,0.98,1.397,0.0,1.042,0.972,2790000,0
4.0,13.91558,100.51847,แย่,5,3,,0,51,148,144,112,6,2,69,53,0.43,0.393,0.723,1.698,0.434,1.1,3800000,0
6.0,13.92882,100.35521,ดีมาก,5,3,ทิศเหนือ,24,16,101,12,17,2,0,5,0,0.609,0.217,1.469,0.0,0.266,0.0,1450000,0
6.0,13.92681,100.35238,ดี,1,4,ทิศตะวันตกเฉียงใต้,25,18,78,12,17,2,0,8,0,0.723,0.199,1.828,0.0,0.644,0.0,1450000,0
4.0,13.878361,100.508679,ค่อนข้างแย่,3,4,,22,16,104,145,124,11,1,53,40,0.175,0.19,0.621,1.933,0.351,0.463,1400000,0
7.0,13.90993,100.38456,ค่อนข้างแย่,2,2,ทิศเหนือ,17,53,127,27,26,8,0,9,3,0.031,1.306,1.163,0.0,0.475,1.199,3000000,0
6.0,13.924856,100.348193,ค่อนข้างแย่,4,1,ทิศเหนือ,27,18,72,11,17,2,0,8,0,1.023,0.055,1.846,0.0,1.116,0.0,1350000,0
6.0,13.927385,100.402692,ดี,5,2,,18,66,160,51,40,9,0,17,17,0.592,0.569,0.316,0.0,0.927,1.057,2900000,0
4.0,13.9468,100.5402,ดีมาก,4,1,,0,18,88,34,47,4,1,24,19,0.608,0.576,1.17,1.62,0.682,0.849,1540000,0
4.0,13.931873,100.361315,ดี,4,4,,9,62,126,14,22,3,0,6,1,0.268,0.376,0.904,0.0,0.48,2.45,2900000,0
